Title,Release time,Age rating,Runtime,Language,IMDb Rating,IMDb Votes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Win,Nomination,Age rating quantification
Powder Pup,2024-03-26,PG,89.0,English,6.1,24.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
A Real Pain,2024-11-01,R,90.0,English,7.5,390.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,4
Joe Rogan: Burn the Boats,2024-08-03,R,67.0,English,4.5,4251.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Havoc,2024-01-01,R,95.4911881750995,English,6.1,12430.665799739922,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
The Snow Sister,2024-11-29,PG,96.0,Norwegian,6.1,12430.665799739922,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Immaculate,2024-03-22,R,89.0,"English, Italian",5.8,42120.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Abandon,2024-07-19,R,97.0,English,4.8,2260.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,5.0,2.0,4
"Snoopy Presents: Welcome Home, Franklin",2024-02-16,G,40.0,English,7.2,610.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1
Hayao Miyazaki and the Heron,2024-10-10,PG-13,121.0,Japanese,7.9,160.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Monk and the Gun,2024-03-22,PG-13,107.0,"Dzongkha, English",7.2,2485.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,8.0,3
Miller's Girl,2024-01-26,R,93.0,English,5.2,18208.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Bagman,2024-09-27,PG-13,92.0,English,4.7,367.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Maid Droid Origins,2024-10-04,NC-17,96.0,English,2.9,205.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,5
Mad Max: The Wasteland,2024-01-01,R,90.0,English,6.1,12430.665799739922,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,4
Nobody Dumps My Daughter,2024-10-12,PG,87.0,English,6.1,40.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Magpie,2024-10-25,R,90.0,English,7.5,119.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Homestead,2024-12-20,PG-13,115.0,English,6.1,12430.665799739922,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Memoir of a Snail,2024-10-17,R,94.0,"English, French",6.1,263.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,3.0,4
Fighting Spirit: A Combat Chaplain's Journey,2024-11-08,PG-13,75.0,English,6.1,12430.665799739922,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Front Room,2024-09-06,R,94.0,English,4.7,2445.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
The Kitchen,2024-01-19,R,107.0,English,4.8,8170.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,2.0,4
Poolman,2024-05-09,R,100.0,English,4.0,1763.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Bad Boys: Ride or Die,2024-06-07,R,110.0,English,6.6,78188.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
I Saw the TV Glow,2024-05-17,PG-13,100.0,English,5.8,24745.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.0,23.0,3
Here,2024-11-01,PG-13,104.0,English,5.6,251.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Absolution,2024-11-01,R,112.0,English,6.1,12430.665799739922,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Salem's Lot,2024-10-03,R,114.0,English,5.6,24779.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Sting,2024-04-12,R,92.0,"English, Spanish",5.7,11938.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.0,0.0,4
Bonhoeffer: Pastor. Spy. Assassin.,2024-11-22,PG-13,132.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Boy Kills World,2024-04-26,R,111.0,English,6.4,27851.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,3.0,4
I'm Still Here,2024-11-07,PG-13,137.0,Portuguese,6.1,609.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,4.0,3
Rockbottom,2024-02-24,PG-13,60.0,English,7.9,25.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Yolo,2024-02-10,PG-13,129.0,"Chinese, Mandarin",6.8,2989.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,3.0,3
Cellar Door,2024-11-01,R,97.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Joker: Folie à Deux,2024-10-04,R,138.0,English,5.3,90310.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0,5.0,4
Twisters,2024-07-19,PG-13,122.0,English,6.6,110252.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Azrael,2024-09-27,R,86.0,English,5.5,5567.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Ultraman: Rising,2024-06-14,PG,117.0,"English, Japanese",6.9,5298.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Good One,2024-01-21,R,90.0,English,7.2,477.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,8.0,4
Real Estate Sisters,2024-04-26,PG,84.0,English,6.1,10.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,2
Flow,2024-08-28,PG,85.0,None,8.1,1297.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,5.0,2
Players,2024-02-14,R,105.0,English,5.7,10963.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
Damsel,2024-03-08,PG-13,110.0,English,6.1,100511.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,3
Classified,2024-10-22,R,105.0,English,3.8,1035.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Bird,2024-11-08,R,119.0,English,7.1,668.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,2.0,4
Inside Out 2,2024-06-14,PG,97.0,English,7.6,168090.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,7.0,2
Harold and the Purple Crayon,2024-08-02,PG,90.0,English,5.6,4195.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Drive-Away Dolls,2024-02-23,R,84.0,English,5.4,18300.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Wild Wild Punjab,2024-07-10,R,111.0,Hindi,6.3,14955.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
Bhakshak,2024-02-09,R,134.0,Hindi,7.2,6560.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,3.0,4
IF,2024-05-17,PG,104.0,English,6.5,46234.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Forty-Seven Days with Jesus,2024-03-11,PG,97.0,English,7.4,87.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Street Punx,2024-04-17,PG-13,80.0,English,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Baby Sharks in the City,2024-07-01,PG,45.0,English,6.1,13.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
A Most Atrocious Thing,2024-03-22,R,75.0,English,3.8,224.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Murder and Cocktails,2024-01-23,PG-13,89.0,English,4.0,326.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
2024 MTV Video Music Awards,2024-09-11,PG-13,30.0,English,6.1,53.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,3
Ape X Mecha Ape: New World Order,2024-04-05,PG-13,90.0,English,6.1,12430.665799739922,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Melted Lipstick,2024-07-02,R,70.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Juanpis González: The People's President,2024-06-28,R,91.0,English,6.1,122.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Into the Box,2024-07-24,PG-13,96.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
Teddy and the Mountain,2024-09-26,PG,110.0,English,8.4,10.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,2
Spiders on a Plane,2024-06-03,R,78.0,English,6.1,12430.665799739922,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Antwan,2024-01-01,PG-13,90.0,English,6.1,21.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Witch Hunter,2024-10-04,PG-13,80.0,English,6.1,12430.665799739922,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Freaky Tales,2024-01-18,R,107.0,English,6.1,166.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Night They Came Home,2024-01-08,R,105.0,English,3.5,398.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,4
Betrayal,2023-08-22,R,94.0,English,6.3,85.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Silence of the Prey,2024-05-14,R,97.0,English,3.9,259.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Winner,2024-09-13,PG-13,103.0,English,6.3,882.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,3
Midas,2024-06-28,PG-13,85.0,English,4.6,265.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
The Lifeguards,2024-05-02,PG-13,107.0,English,6.1,29.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,3
Rippy,2024-10-18,R,83.0,English,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
The Parades,2024-02-29,PG-13,132.0,Japanese,6.6,780.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Inkabi,2024-03-13,R,101.0,"English, Zulu",6.6,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Secret Lives of Orangutans,2024-08-22,PG,78.0,English,7.3,320.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Transmitzvah,2024-10-10,R,111.0,"Spanish, Yiddish",6.1,12430.665799739922,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
What We Find on the Road,2024-09-20,R,93.0,English,6.1,36.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,6.0,4
Mysteries of the Terracotta Warriors,2024-06-12,PG-13,78.0,English,6.7,1393.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Santosh,2024-07-17,R,128.0,Hindi,7.2,489.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,2.0,4
Disciple,2024-04-27,PG-13,145.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.0,3
Fortunes of War,2024-02-13,R,85.0,English,3.6,155.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0,1.0,4
J Baby,2024-03-08,G,139.0,Tamil,7.2,664.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1
We're All Gonna Die,2024-03-10,R,110.0,English,6.1,43.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.0,0.0,4
The Radleys,2024-10-11,R,115.0,English,5.0,1675.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Sweet Dreams,2024-04-16,R,95.0,English,5.4,1222.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,4
Dancing Village: The Curse Begins,2024-04-11,PG-13,122.0,Indonesian,5.7,3847.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.0,0.0,3
Average Joe,2024-10-10,PG-13,100.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Man Who Loved UFOs,2024-10-18,R,107.0,English,6.1,16.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Amityville: Where the Echo Lives,2024-10-29,PG-13,89.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
When First We Practice to Deceive,2024-06-07,NC-17,82.0,English,6.1,12430.665799739922,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,5
My Oni Girl,2024-05-24,PG,112.0,Japanese,6.0,1353.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
The Brink Of,2024-04-16,PG-13,87.0,English,8.6,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,3
Don't Tell Mom the Babysitter's Dead,2024-04-12,R,99.0,English,3.7,840.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Camera,2024-07-23,PG,112.0,English,8.8,50.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Trisha on the Rocks,2024-06-21,PG-13,172.0,Gujarati,5.4,2717.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,3
Goodrich,2024-10-17,R,111.0,English,6.1,12430.665799739922,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Iwájú: A Day Ahead,2024-02-28,PG,72.0,English,6.1,64.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Place of Bones,2024-08-23,R,93.0,English,4.8,584.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,0.0,4
Pimpinero: Blood and Oil,2024-10-10,R,132.0,"Wayuu, Spanish",6.6,20.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Familia,2023-12-15,R,106.0,Spanish,6.5,915.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Eric André Live Near Broadway,2024-01-18,R,23.0,English,6.1,64.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Wolves,2024-07-11,R,103.0,English,5.4,181.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,2.0,4
Byte,2024-04-18,PG-13,96.0,English,4.8,85.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Pete Davidson: Turbo Fonzarelli,2024-01-09,R,56.0,English,6.3,1550.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Roast of Tom Brady,2024-05-05,R,179.0,English,7.3,5484.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Rachid Badouri: Les fleurs du tapis,2024-01-18,R,100.0,French,6.1,54.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Autumn and the Black Jaguar,2024-02-07,PG,100.0,English,5.7,677.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
In Good Hands 2,2024-05-23,PG-13,100.0,Turkish,5.2,786.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,3
I Can't Live Without You,2024-08-16,R,98.0,Spanish,5.0,648.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Night Swim,2024-01-05,PG-13,98.0,English,4.7,24157.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Crescent City,2024-08-16,R,103.0,English,3.8,782.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Carol Doda Topless at the Condor,2023-08-23,R,100.0,English,6.9,128.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Uglies,2024-09-13,PG-13,100.0,English,4.7,25392.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Daddio,2024-06-27,R,100.0,English,6.6,6803.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,4
The Return,2024-12-06,R,116.0,English,6.7,145.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Subservience,2024-09-13,R,106.0,English,5.2,7019.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,4
Reagan,2024-08-30,PG-13,141.0,English,6.4,6273.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Beautiful Wedding,2024-01-25,R,100.0,English,4.0,2972.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
Saturday Night,2024-10-11,R,109.0,English,7.4,3818.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Outrun,2024-10-04,R,118.0,English,7.3,2870.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Caddo Lake,2024-10-10,PG-13,99.0,English,6.1,12430.665799739922,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,3
Blue Lock: Episode Nagi,2024-06-28,PG-13,91.0,Japanese,6.5,1313.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,3
Argylle,2024-02-02,PG-13,139.0,English,5.6,84472.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,3
Hot Frosty,2024-11-13,PG,90.0,English,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,2
Force of Nature: The Dry 2,2024-02-08,R,112.0,English,5.9,4922.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,0.0,4
Slingshot,2024-08-30,R,108.0,English,5.7,5177.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,4
Piece by Piece,2024-10-11,PG,93.0,English,7.1,1788.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,2.0,2
Dune: Part Two,2024-03-01,PG-13,167.0,English,8.5,535522.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,29.0,3
Justice League: Crisis on Infinite Earths - Part Three,2024-07-16,PG-13,99.0,English,6.0,2764.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Between the Temples,2024-08-23,R,111.0,English,6.3,1528.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,6.0,4
The Watchers,2024-06-07,PG-13,102.0,English,5.7,43094.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3
A Sacrifice,2024-06-28,R,94.0,"English, German",4.7,1727.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
The Idea of You,2024-05-02,R,116.0,English,6.3,63584.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,4
Small Things Like These,2024-11-08,PG-13,98.0,English,7.3,1372.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,2.0,3
Kneecap,2024-08-02,R,105.0,"English, Irish Gaelic",7.6,4993.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,3.0,4
The Shadow Strays,2024-10-17,R,145.0,Indonesian,6.1,46.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Heretic,2024-11-15,R,111.0,English,7.1,336.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Armand,2024-09-27,R,116.0,"Norwegian, English",6.6,523.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,3.0,4
The Commandant's Shadow,2024-05-29,PG-13,103.0,"English, German",7.4,701.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
The Instigators,2024-08-09,R,102.0,English,6.2,27853.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Unsung Hero,2024-04-26,PG,113.0,English,7.0,3840.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,2
Super/Man: The Christopher Reeve Story,2024-11-01,PG-13,104.0,English,8.4,1206.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Incoming,2024-08-23,R,92.0,English,5.8,9986.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Road House,2024-03-21,R,121.0,English,6.2,153308.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Cabrini,2024-03-08,PG-13,142.0,English,7.4,7148.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
Abigail,2024-04-19,R,109.0,English,6.6,72582.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,4
Sweethearts,2024-11-28,R,95.4911881750995,English,6.1,12430.665799739922,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Babes,2024-05-17,R,104.0,English,6.3,4175.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
The Keeper,2024-05-27,R,111.0,English,6.1,15.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Do Patti,2024-10-25,R,127.0,Hindi,6.1,24306.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,4
Ricky Stanicky,2024-03-07,R,113.0,English,6.2,51169.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
Janet Planet,2024-06-28,PG-13,113.0,English,6.2,1599.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,3
A Quiet Place: Day One,2024-06-28,PG-13,99.0,"American Sign , English",6.3,107981.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,3.0,3
Martha,2024-10-30,R,116.0,English,6.1,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,4
